id,listing_url,name,description,neighborhood_overview,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bathrooms,bedrooms,beds,amenities,has_wifi,has_kitchen,has_tv,has_ac,has_pool,has_parking,has_washer,has_elevator,amenities_count,price_numeric,price,minimum_nights,review_scores_rating,review_scores_value,instant_bookable
31701569,https://www.airbnb.com/rooms/31701569,beautiful loft at amstelbeach,we provide you a wonderfull stay in our great appartment located in the new amsterdam hotspot called amstelkwartier. sleeping up to 4 guests. the rooms are both with a doublebed. 1 french bed/ 1 kingsize bed luxury bathroom and living room. the appartment is 300 mtr from the city harbor and a beatiful park by the water. evening shop on the corner of the street as well as a mac donalds. 1 min walk to the metro. 2 stops to amsterdam rai and in a few minutes you are in the heart of amsterdam,it is really a very nice and quiet place to live. if you you want you will be in the hart of the city in just a few minutes. on the waterfront you will find 3 wonderful restaurants that overlook the harbor or park. you can eat and drink until late and you can enjoy the sunny sun that only undergoes late.,1,watergraafsmeer,52.33914,4.91794,private room in rental unit,private room,4,1.5 baths,1.5,2,2,"[""Coffee"", ""Paid parking garage off premises"", ""Portable fans"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Wifi"", ""37 inch HDTV with standard cable, Netflix"", ""Hangers"", ""Hot water kettle"", ""Lockbox"", ""Pocket wifi"", ""Shower gel"", ""Wine glasses"", ""Cleaning products"", ""Dining table"", ""Private living room"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Single level home"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Crib"", ""EV charger"", ""Microwave"", ""Stove"", ""Drying rack for clothing"", ""Paid parking on premises"", ""Ethernet connection"", ""Host greets you"", ""Dedicated workspace"", ""Oven"", ""Bathtub"", ""Freezer"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Dishwasher"", ""Safe"", ""Extra pillows and blankets"", ""Baby bath"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Essentials"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Waterfront"", ""Free washer \u2013 In unit"", ""Elevator""]",1,1,1,0,0,1,1,1,6,230,$230.00,2,4.95,4.74,0
31709131,https://www.airbnb.com/rooms/31709131,boutique apartment in a 17th century canalhouse,unique destination! very suitable for 2 adults or a family with 2 children. stay with four adults is not allowed. this recently renovated luxury guesthouse is located in a 17th century canal house on the singel in amsterdam. in the past there was the kitchen where the chefs prepare the most delicious dishes for the wealthy residents of the beautiful canal house. they were served upstairs in the dining room by waiters in white aprons and white caps.,"you stay in the heart of the city, within walking distance of the tour boats. trams and buses leave every few minutes around the corner. dozens of cozy restaurants and bars, authentic markets, fantastic shops and world-famous museums and sights can be reached on foot or of course 'like a real local' by bike. your hostess, who lives above the basement in the house, is happy to give you the best tips for an unforgettable stay. after a busy day of sightseeing in one of the most beautiful cities in the world, the singel residence boutique suite is your ideal home base! we look forward to your arrival.",0,centrum-west,52.37649,4.89043,private room in condo,private room,4,1 private bath,1,1,2,"[""Heating"", ""Lock on bedroom door"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""TV"", ""Wifi"", ""First aid kit"", ""Hot water"", ""Private living room"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Iron"", ""Shampoo"", ""Fire extinguisher""]",1,0,1,0,0,0,0,0,2,264,$264.00,2,5,4.89,1
31731136,https://www.airbnb.com/rooms/31731136,studio koggeschip amsterdam bb,our uniquely decorated koggeschip studio in the heart of historical amsterdam is the perfect starting point for your city trip,"location-wise, it doesn't get more traditional and central than this! only a few minutes walking from amsterdam central station, the shopping streets and the main amsterdam landmarks, this truly is the perfect starting point for your amsterdam city trip. with central station around the corner, other dutch attractions are easy to reach as well. amsterdam is one of the greatest small cities in the world. from the canals to world-famous museums and historical sights, it is one of the most romantic and beautiful cities in europe. cruises on the canals are a popular way to see the city from a different and unique perspective welcome to the city of tolerance and diversity. it has all the advantages of a big capital: rich culture, thrilling nightlife, international restaurants, good transport - yet quiet in road traffic. in this city, your destination is never far away!",1,centrum-west,52.3777,4.8922,entire rental unit,entire home/apt,2,1 bath,1,0,1,"[""Hair dryer"", ""Crib"", ""Toaster"", ""Smoke alarm"", ""TV"", ""Wifi"", ""First aid kit"", ""Refrigerator"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Single level home"", ""Freezer"", ""Shampoo"", ""Coffee maker""]",1,0,1,0,0,0,0,0,2,198,$198.00,1,4.94,4.84,0
31758630,https://www.airbnb.com/rooms/31758630,luxurious suite with canal view in heart of city,"perfectly located along the unesco world heritage herengracht canal in amsterdam's city center. the historic canal suites will have you surrounded by the most iconic amsterdam sights when you're out and about in the neighborhood, and steeped in rich dutch culture when you're relaxing in your suite built for luxury. the building housing the suites is an authentic piece of dutch history, built in 1637. each suite is inspired by one of the great dutch masters of the 17th century.","the historic canal suites are located within a quick walk of must-see attractions like the anne frank house, the royal palace, de 9 straatjes or the 9 little streets, the jordaan and dam square. you'll also be close to the main shopping area, not just the famous boutique shops of the 9 little streets but also all major brands including luxury retail stores. if you want to venture beyond the city centre, the historic canal suites are just a two-minute walk from a tram stop that connects you to the rest of the city. in the middle of everywhere you want to be yet still in a quiet residential area, the historic canal suites truly have it all for a once in a lifetime trip to amsterdam.",1,centrum-west,52.36903,4.88714,room in bed and breakfast,hotel room,2,1 private bath,1,1,1,"[""Wifi"", ""Hangers"", ""Shower gel"", ""TV"", ""Iron"", ""Self check-in"", ""Dishes and silverware"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher"", ""Body soap"", ""Smart lock"", ""Heating"", ""Hair dryer"", ""Portable air conditioning"", ""Safe"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Conditioner""]",1,0,1,1,0,0,0,0,3,230,$230.00,3,4.92,4.81,1
31870080,https://www.airbnb.com/rooms/31870080,new! 2 floor canal apartment,double floor canal apartment is located in an old canal house in the best possible location next to dam square. the apartment is located on the third,missing,0,centrum-west,52.37537,4.88925,private room in bed and breakfast,private room,4,2 baths,2,2,2,"[""Heating"", ""Hair dryer"", ""Dishwasher"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Iron"", ""Shampoo"", ""Coffee maker""]",1,0,0,0,0,0,1,0,2,325,$325.00,1,4.59,4.47,1
31871461,https://www.airbnb.com/rooms/31871461,"jordaan inn, downtown studio apartment with charm!","lovely apartment with character located in the most famous area in amsterdam (jordaan), surrounded by plenty of shops, restaurants and bars. it has one double bed, a convertible sofa bed, a small bathroom ensuite, kitchenette, floor heating and everything you might need!","the apartment positioned in the historical core of the desirable jordaan district, enclosed by stunning 17th century architecture and canals. it is by far the best place in amsterdam to spend your holiday. the traffic is almost reduced to bikes and walkers.. everywhere you want to go is within walking distance: to westermarkt and westerchurch (5 minutes), to anne frank house (5minutes), to dam square with the royal palace, madame tussaud and the red light district (12 minutes), to the nicest shopping area 'the nine streets' or 9 straatjes (3 minutes), to leidse square (12 minutes) and many more!",1,centrum-west,52.37662,4.88117,private room in condo,private room,3,1 private bath,1,0,4,"[""Coffee"", ""BBQ grill"", ""Wifi"", ""Hangers"", ""Hot water kettle"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Single level home"", ""Iron"", ""Private patio or balcony"", ""Self check-in"", ""Dishes and silverware"", ""Shampoo"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Oven"", ""Kitchenette"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials""]",1,1,0,0,0,0,0,0,2,131,$131.00,3,4.79,4.61,0
31883908,https://www.airbnb.com/rooms/31883908,"affordable, very private room in the centre","a large, bright, l- room (24 m2, 4th floor) in the centre, jordaan. the place is surrounded by canals and bridges. it is just 15 min walking from amsterdam central station and main dam square, 5 minutes from bus and tram stops. its a lively neighbourhood with many restaurants, local markets, supermarkets, shops, the coffee shops, art galleries and walking distance from the main touristic high lights in amsterdam like ann frank house and the unesco canal zone.","its a lively neighbourhood with many restaurants, local markets, supermarkets, shops, the famous coffee shops, art galleries and walking distance from the main touristic high lights in amsterdam like ann frank house and the unesco canal zone. shops in centre of amsterdam are open 7 days a week.",1,centrum-west,52.38031,4.8835,private room in bed and breakfast,private room,2,1 shared bath,1,0,0,"[""Free washer \u2013 In building"", ""Hair dryer"", ""Private entrance"", ""Free dryer \u2013 In building"", ""Smoke alarm"", ""Wifi"", ""TV with Chromecast"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Central heating"", ""Iron"", ""Self check-in"", ""Shampoo"", ""Keypad"", ""Fire extinguisher""]",1,1,1,0,0,0,1,0,4,100,$100.00,3,4.93,4.78,1
31917406,https://www.airbnb.com/rooms/31917406,romantic captains hut,fantastic light ship for rent in the midle of an interesting architectural neighbourhood. 15 min. from the central station. minimal stay is for 3 nights ideal for a couple it is a very quit area and in the summer you can jump of for a refreshing dive. if you want i have bikes that you can rent for 15 euro a day.,"close by studio k for eating, film and a dance! dapper market, javaplein, wilde zwijnen {fab restaurant}, wilhelmina for live bands. panama for nightclubbing, harbourclub for luxurious dinner. roest {culteral artistic bar!!..great}, khl for a daily meal, the ij-brewery old windmail were they still make their own beer!",1,oostelijk havengebied - indische buurt,52.37147,4.95043,entire condo,entire home/apt,2,Half-bath,0.5,0,1,"[""Canal view"", ""Record player"", ""BBQ grill"", ""Hangers"", ""Shower gel"", ""Fire pit"", ""Hot water"", ""Bed linens"", ""Long term stays allowed"", ""Iron"", ""Room-darkening shades"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Laundromat nearby"", ""EV charger"", ""Paid parking on premises"", ""Lake access"", ""Ethernet connection"", ""Dedicated workspace"", ""Bathtub"", ""Paid parking off premises"", ""Heating"", ""Private entrance"", ""Private outdoor pool - available all year, open 24 hours"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Waterfront""]",0,0,0,0,1,1,0,0,2,155,$155.00,2,4.87,4.72,0
31925577,https://www.airbnb.com/rooms/31925577,cozy zuidas retreat: your amsterdam hub,"discover your perfect amsterdam stay in cosy zuidas! offering a peaceful escape with a comfy bed, guaranteeing a quiet night's sleep away from the bustling city center. convenience: just a 15-minute walk from the rai exhibition centre, a couple of metro stops from the heart of amsterdam, and 10-minute train ride from schiphol airport. zuidas, with its charm and excellent connectivity, provides easy access to all of amsterdam's attractions and a tranquil base ensuring a memorable visit!",in the business district of amsterdam it's quiet at night and busy in the day. you have plenty of choice for breakfast as there are lots of cafes located around my building.,1,buitenveldert - zuidas,52.33696,4.87396,private room in condo,private room,2,1 shared bath,1,1,1,"[""Free street parking"", ""Wifi"", ""Hangers"", ""Free residential garage on premises \u2013 1 space"", ""Shower gel"", ""Hot water"", ""Bed linens"", ""Iron"", ""Shampoo"", ""Host greets you"", ""Bathtub"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Essentials"", ""Elevator""]",1,0,0,0,0,1,0,1,3,109,$109.00,1,4.9,4.69,0
31942766,https://www.airbnb.com/rooms/31942766,cosy & comfortable suite on coaster close 2 centre,"cosy & comfortable houseboat apartment for a couple or 2 friends. offering private entrance, living room with sofa bed, kitchenette, bathroom and bedroom. the light and very well insulated 35m2 studio is situated in the former sailors cabin of coaster mado. on top you'll have your private deck located directly on the local swimming pond with magnificent view over the harbor. just 1-5 minutes walking to lot's of bars, restaurants, shopping mall and bus + tramlines direct to historical center.","coaster mado is moored on knsm island that is part of the eastern docklands in the centre of amsterdam. merchants and world travellers used to depart from here to the east indies, the united states and surinam. today knsm island is known for its modern architecture, interior design shops and waterside cafes. it offers a perfect combination of relaxation, character and the liveliness of the city. we recommend to take your breakfast with commuters in bakkerswinkel neeltje, drink a beer with locals in cafe de zuid or dine with dutch celebrities at the harbour club.",1,oostelijk havengebied - indische buurt,52.37632,4.94322,houseboat,entire home/apt,2,1 bath,1,1,2,"[""Coffee"", ""Private backyard \u2013 Not fully fenced"", ""Portable fans"", ""Toaster"", ""Beach access \u2013 Beachfront"", ""Books and reading material"", ""Hangers"", ""Hot water kettle"", ""Bluetooth sound system"", ""Shower gel"", ""Clothing storage: wardrobe"", ""Beach view"", ""Wine glasses"", ""Shared outdoor pool - available seasonally, open 24 hours, saltwater"", ""Dining table"", ""Hot water"", ""Bed linens"", ""Outlet covers"", ""Outdoor playground"", ""Iron"", ""Room-darkening shades"", ""Private patio or balcony"", ""Shampoo"", ""Dishes and silverware"", ""Coffee maker"", ""Fire extinguisher"", ""Body soap"", ""Crib"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Lake access"", ""Ethernet connection"", ""Host greets you"", ""Outdoor shower"", ""Boat slip"", ""Freezer"", ""Kitchenette"", ""Paid parking off premises"", ""Heating"", ""Hair dryer"", ""Private entrance"", ""Carbon monoxide alarm"", ""Bay view"", ""Fast wifi \u2013 392 Mbps"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Refrigerator"", ""First aid kit"", ""Cleaning available during stay"", ""43 inch TV with Chromecast"", ""Essentials"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Waterfront"", ""Conditioner""]",1,1,1,0,1,1,0,0,5,213,$213.00,3,4.99,4.9,1
